"Company";"Company_Old";"NAIC";"Plan";"State";"Area";"Zip_Lookup_Code";"Gender";"T/NT";"Couple_Fac";"Eff_Date";"Rate_Type";"Age_For_Sorting";"Lowest_Rate?";"Highest_Rate?";"Age";"Monthly_Rate";"Quarterly_Rate";"Semi-Annual_Rate";"Annual_Rate";"Policy Fee";"Household Discount"
"Everence Association Inc.";"Everence";57991.00;"F";"MI";3;6872.00;"Male";"Tobacco";"";4/1/2013 0:00:00;"Issue Age";70.00;"N";"N";"70";223.35;670.08;1340.15;2680.31;;
"Everence Association Inc.";"Everence";57991.00;"F";"MI";3;6872.00;"Male";"Tobacco";"";4/1/2013 0:00:00;"Issue Age";85.00;"N";"N";"85";276.47;829.44;1658.89;3317.77;;
"Everence Association Inc.";"Everence";57991.00;"F";"MI";4;6869.00;"Female";"Non-Tobacco";"";4/1/2013 0:00:00;"Issue Age";70.00;"N";"Y";"70";204.93;614.81;1229.63;2459.26;;
"Everence Association Inc.";"Everence";57991.00;"F";"MI";4;6869.00;"Female";"Non-Tobacco";"";4/1/2013 0:00:00;"Issue Age";85.00;"N";"Y";"85";253.65;760.98;1521.96;3043.92;;
"Everence Association Inc.";"Everence";57991.00;"F";"MI";4;6869.00;"Female";"Tobacco";"";4/1/2013 0:00:00;"Issue Age";70.00;"N";"Y";"70";204.93;614.81;1229.63;2459.26;;
"Everence Association Inc.";"Everence";57991.00;"F";"MI";4;6869.00;"Female";"Tobacco";"";4/1/2013 0:00:00;"Issue Age";85.00;"N";"Y";"85";253.65;760.98;1521.96;3043.92;;
"Everence Association Inc.";"Everence";57991.00;"F";"MI";4;6869.00;"Male";"Non-Tobacco";"";4/1/2013 0:00:00;"Issue Age";70.00;"N";"Y";"70";225.44;676.35;1352.69;2705.39;;
"Everence Association Inc.";"Everence";57991.00;"F";"MI";4;6869.00;"Male";"Non-Tobacco";"";4/1/2013 0:00:00;"Issue Age";85.00;"N";"Y";"85";279.05;837.18;1674.37;3348.73;;
"Everence Association Inc.";"Everence";57991.00;"F";"MI";4;6869.00;"Male";"Tobacco";"";4/1/2013 0:00:00;"Issue Age";70.00;"N";"Y";"70";225.44;676.35;1352.69;2705.39;;
"Everence Association Inc.";"Everence";57991.00;"F";"MI";4;6869.00;"Male";"Tobacco";"";4/1/2013 0:00:00;"Issue Age";85.00;"N";"Y";"85";279.05;837.18;1674.37;3348.73;;
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";1;8661.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";144.25;432.75;865.50;1731.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";1;8661.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";211.67;635.00;1270.00;2540.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";1;8661.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";160.33;481.00;962.00;1924.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";1;8661.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";235.33;706.00;1412.00;2824.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";1;8661.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";165.92;497.75;995.50;1991.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";1;8661.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";243.50;730.50;1461.00;2922.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";1;8661.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";184.33;553.00;1106.00;2212.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";1;8661.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";270.58;811.75;1623.50;3247.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";2;8660.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";162.83;488.50;977.00;1954.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";2;8660.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";239.00;717.00;1434.00;2868.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";2;8660.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";181.00;543.00;1086.00;2172.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";2;8660.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";265.75;797.25;1594.50;3189.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";2;8660.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";187.33;562.00;1124.00;2248.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";2;8660.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";274.92;824.75;1649.50;3299.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";2;8660.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";208.08;624.25;1248.50;2497.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";2;8660.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";305.50;916.50;1833.00;3666.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";3;8659.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";201.58;604.75;1209.50;2419.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";3;8659.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";295.83;887.50;1775.00;3550.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";3;8659.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";224.17;672.50;1345.00;2690.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";3;8659.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";329.00;987.00;1974.00;3948.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";3;8659.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";231.92;695.75;1391.50;2783.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";3;8659.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";340.42;1021.25;2042.50;4085.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";3;8659.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";257.58;772.75;1545.50;3091.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"MI";3;8659.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";378.17;1134.50;2269.00;4538.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"TN";1;6305.00;"Female";"Non-Tobacco";"";1/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";111.50;334.50;669.00;1338.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"TN";1;6305.00;"Female";"Non-Tobacco";"";1/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";163.67;491.00;982.00;1964.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"TN";1;6305.00;"Female";"Tobacco";"";1/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";124.00;372.00;744.00;1488.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"TN";1;6305.00;"Female";"Tobacco";"";1/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";181.92;545.75;1091.50;2183.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"TN";1;6305.00;"Male";"Non-Tobacco";"";1/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";128.25;384.75;769.50;1539.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"TN";1;6305.00;"Male";"Non-Tobacco";"";1/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";188.17;564.50;1129.00;2258.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"TN";1;6305.00;"Male";"Tobacco";"";1/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";142.58;427.75;855.50;1711.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"TN";1;6305.00;"Male";"Tobacco";"";1/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";209.17;627.50;1255.00;2510.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";1;5805.00;"Female";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";129.33;388.00;776.00;1552.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";1;5805.00;"Female";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";195.83;587.50;1175.00;2350.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";1;5805.00;"Female";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";143.58;430.75;861.50;1723.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";1;5805.00;"Female";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";217.75;653.25;1306.50;2613.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";1;5805.00;"Male";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";148.67;446.00;892.00;1784.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";1;5805.00;"Male";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";225.33;676.00;1352.00;2704.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";1;5805.00;"Male";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";165.33;496.00;992.00;1984.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";1;5805.00;"Male";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";250.42;751.25;1502.50;3005.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";2;5804.00;"Female";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"N";"N";"70";143.00;429.00;858.00;1716.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";2;5804.00;"Female";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"N";"N";"85";216.50;649.50;1299.00;2598.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";2;5804.00;"Female";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"N";"N";"70";158.75;476.25;952.50;1905.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";2;5804.00;"Female";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"N";"N";"85";240.67;722.00;1444.00;2888.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";2;5804.00;"Male";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"N";"N";"70";164.33;493.00;986.00;1972.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";2;5804.00;"Male";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"N";"N";"85";249.00;747.00;1494.00;2988.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";2;5804.00;"Male";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"N";"N";"70";182.67;548.00;1096.00;2192.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";2;5804.00;"Male";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"N";"N";"85";276.75;830.25;1660.50;3321.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";3;5803.00;"Female";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";156.58;469.75;939.50;1879.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";3;5803.00;"Female";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";237.08;711.25;1422.50;2845.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";3;5803.00;"Female";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";173.83;521.50;1043.00;2086.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";3;5803.00;"Female";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";263.58;790.75;1581.50;3163.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";3;5803.00;"Male";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";180.00;540.00;1080.00;2160.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";3;5803.00;"Male";"Non-Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";272.75;818.25;1636.50;3273.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";3;5803.00;"Male";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";200.08;600.25;1200.50;2401.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"A";"WI";3;5803.00;"Male";"Tobacco";"";11/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";303.08;909.25;1818.50;3637.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";1;8661.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";207.00;621.00;1242.00;2484.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";1;8661.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";303.25;909.75;1819.50;3639.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";1;8661.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";230.00;690.00;1380.00;2760.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";1;8661.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";336.83;1010.50;2021.00;4042.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";1;8661.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";238.08;714.25;1428.50;2857.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";1;8661.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";348.50;1045.50;2091.00;4182.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";1;8661.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"Y";"N";"70";264.67;794.00;1588.00;3176.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";1;8661.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"Y";"N";"85";387.25;1161.75;2323.50;4647.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";2;8660.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";233.75;701.25;1402.50;2805.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";2;8660.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";342.42;1027.25;2054.50;4109.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";2;8660.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";259.67;779.00;1558.00;3116.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";2;8660.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";380.25;1140.75;2281.50;4563.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";2;8660.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";268.83;806.50;1613.00;3226.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";2;8660.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";393.50;1180.50;2361.00;4722.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";2;8660.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"N";"70";298.83;896.50;1793.00;3586.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";2;8660.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"N";"85";437.25;1311.75;2623.50;5247.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";3;8659.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";289.33;868.00;1736.00;3472.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";3;8659.00;"Female";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";423.92;1271.75;2543.50;5087.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";3;8659.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";321.50;964.50;1929.00;3858.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";3;8659.00;"Female";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";470.83;1412.50;2825.00;5650.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";3;8659.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";332.83;998.50;1997.00;3994.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";3;8659.00;"Male";"Non-Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";487.17;1461.50;2923.00;5846.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";3;8659.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";70.00;"N";"Y";"70";370.00;1110.00;2220.00;4440.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"MI";3;8659.00;"Male";"Tobacco";"";8/1/2013 0:00:00;"Attained Age";85.00;"N";"Y";"85";541.33;1624.00;3248.00;6496.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"TN";1;6305.00;"Female";"Non-Tobacco";"";1/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";160.17;480.50;961.00;1922.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"TN";1;6305.00;"Female";"Non-Tobacco";"";1/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";234.50;703.50;1407.00;2814.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"TN";1;6305.00;"Female";"Tobacco";"";1/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";177.83;533.50;1067.00;2134.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"TN";1;6305.00;"Female";"Tobacco";"";1/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";260.50;781.50;1563.00;3126.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"TN";1;6305.00;"Male";"Non-Tobacco";"";1/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";184.08;552.25;1104.50;2209.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"TN";1;6305.00;"Male";"Non-Tobacco";"";1/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";269.58;808.75;1617.50;3235.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"TN";1;6305.00;"Male";"Tobacco";"";1/1/2013 0:00:00;"Attained Age";70.00;"Y";"Y";"70";204.75;614.25;1228.50;2457.00;"$25";"7%"
"Family Life Insurance Company";"Family Life";63053.00;"F";"TN";1;6305.00;"Male";"Tobacco";"";1/1/2013 0:00:00;"Attained Age";85.00;"Y";"Y";"85";299.58;898.75;1797.50;3595.00;"$25";"7%"
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";1;5277.00;"Female";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";122.62;367.85;735.71;1471.41;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";1;5277.00;"Female";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";150.55;451.67;903.33;1806.66;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";1;5277.00;"Female";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";140.94;422.82;845.64;1691.28;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";1;5277.00;"Female";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";173.05;519.16;1038.31;2076.62;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";1;5277.00;"Male";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";140.94;422.82;845.64;1691.28;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";1;5277.00;"Male";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";173.05;519.16;1038.31;2076.62;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";1;5277.00;"Male";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"Y";"N";"70";162.00;486.00;972.00;1944.00;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";1;5277.00;"Male";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"Y";"N";"85";198.91;596.73;1193.46;2386.92;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";2;5278.00;"Female";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"N";"N";"70";144.69;434.07;868.14;1736.27;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";2;5278.00;"Female";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"N";"N";"85";177.65;532.97;1065.93;2131.86;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";2;5278.00;"Female";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"N";"N";"70";166.31;498.93;997.86;1995.71;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";2;5278.00;"Female";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"N";"N";"85";204.20;612.60;1225.21;2450.41;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";2;5278.00;"Male";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"N";"N";"70";166.31;498.93;997.86;1995.71;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";2;5278.00;"Male";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"N";"N";"85";204.20;612.61;1225.21;2450.42;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";2;5278.00;"Male";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"N";"N";"70";191.16;573.48;1146.96;2293.92;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";2;5278.00;"Male";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"N";"N";"85";234.71;704.14;1408.29;2816.57;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";3;5279.00;"Female";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";170.44;511.32;1022.64;2045.27;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";3;5279.00;"Female";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";209.27;627.82;1255.63;2511.26;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";3;5279.00;"Female";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";195.91;587.72;1175.44;2350.88;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";3;5279.00;"Female";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";240.54;721.63;1443.25;2886.50;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";3;5279.00;"Male";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";195.91;587.72;1175.44;2350.88;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";3;5279.00;"Male";"Non-Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";240.54;721.63;1443.25;2886.50;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";3;5279.00;"Male";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";70.00;"N";"Y";"70";225.18;675.54;1351.08;2702.16;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"MI";3;5279.00;"Male";"Tobacco";"";9/1/2012 0:00:00;"Attained Age";85.00;"N";"Y";"85";276.48;829.46;1658.91;3317.82;"$25";
"Gerber Life Insurance Company";"Gerber Life";70939.00;"A";"TN";1;5292.00;"Female";"Non-Tobacco";"";9/13/2012 0:00:00;"Attained Age";70.00;"Y";"Y";"70";120.02;360.07;720.13;1440.26;"$25";
